Feature1,Feature2,Label
2.3563663971744018,2.706573168191948,-1.0
2.0105000207208206,3.7858704939058354,-1.0
2.12691209270362,2.401989363444702,-1.0
3.883150697056254,0.6522409388575536,-1.0
0.7295150015142664,2.969396708158011,-1.0
0.8268765948858401,3.9436211856492926,-1.0
1.5863810192402528,1.2525451885592422,-1.0
3.922942026480385,3.480514791434424,-1.0
3.86755896042657,2.9060446582753854,-1.0
1.1387743149452976,3.9100649530990337,-1.0
1.7319966290486195,2.802456395796395,-1.0
2.947251967773748,1.8449899069091658,-1.0
2.6140793703460803,2.922206671566527,-1.0
2.3764255311556295,0.9005992094158055,-1.0
2.298238174206056,3.3263858966870306,-1.0
1.3054321402686346,1.8503654596723291,-1.0
1.5648464482783626,3.849263728479342,-1.0
2.6722947570124354,2.4074618362411107,-1.0
1.2300839255546836,2.5392491912918174,-1.0
1.325667339342624,2.031830558274351,-1.0
1.364153921621119,2.6764332949464995,-1.0
2.576590816614941,1.791701244422005,-1.0
2.396006712661645,0.9069384912694942,-1.0
0.5087424072943945,2.4393917012645367,-1.0
2.166673495372529,2.635031436892106,-1.0
4.383144774863942,2.9444794869904136,-1.0
1.0871777745558413,3.117016288095853,-1.0
0.6840925894884788,1.538415395185291,-1.0
1.9317583946753687,3.713342721649367,-1.0
1.25524517795156,1.1735614613409857,-1.0
1.9015474755745676,1.3365217136378926,-1.0
3.126635922106507,0.9200684916365767,-1.0
0.8525313475888976,1.562179955255566,-1.0
1.5019675493076952,3.9295320538169856,-1.0
2.949420806925761,2.087551241385191,-1.0
0.774564481169832,2.844362976401547,-1.0
0.9997846526104353,0.4552289032223884,-1.0
3.1880297923523018,2.3169426119248495,-1.0
2.920858823780819,2.3187276529430214,-1.0
2.856830611902691,1.348974406699853,-1.0
0.9657571582155353,2.681594518281627,-1.0
1.196590335826159,1.3104502222497993,-1.0
1.5444674964826568,2.017479159025057,-1.0
1.646006088746516,0.6250487065819812,-1.0
1.3563815971671094,-0.22340315222442664,-1.0
2.6252314510271875,0.3979423443932524,-1.0
0.8956166605715494,2.0521650792609742,-1.0
1.2604370036086867,3.543014595406736,-1.0
0.7071430902765514,2.267050869349183,-1.0
1.9607171817725044,0.8319065022588026,-1.0
2.523276660531754,1.828453668777752,-1.0
2.7717905512136674,2.8235041539637313,-1.0
4.16323594928069,3.336527949436392,-1.0
5.630818162057556,5.760620822424074,1.0
7.099659595887113,6.655263730722598,1.0
6.640131526097592,4.383043955689166,1.0
5.975673875601064,5.261969090794311,1.0
6.279924599043238,5.901849610357042,1.0
6.9101789080925915,6.317218215191302,1.0
6.7863279621089765,5.533580903264057,1.0
5.05555374408175,5.589950306797451,1.0
5.982979586138559,6.379151735555082,1.0
8.259308950690851,5.9577428483393575,1.0
5.044054999507223,5.654018224300613,1.0
5.536404025353906,6.481481473773462,1.0
4.459202985555375,6.063261994200332,1.0
6.156506537965376,6.232181036200275,1.0
5.4026839310346375,5.762078270263993,1.0
4.575939091017468,5.506680116637806,1.0
5.457138523983282,6.416050046261425,1.0
4.843817568178087,6.781198101709993,1.0
7.494484544491369,3.9300149749864675,1.0
6.426258730778101,6.676908035030245,1.0
5.362562974447771,5.602728185671202,1.0
5.867119422413045,5.702209120598272,1.0
5.690987030952877,4.323996193670023,1.0
7.15233156478312,7.079618592036821,1.0
5.186635740795797,4.533575672197486,1.0
6.521064876452758,5.424212030186934,1.0
6.14195316332078,5.680671582854905,1.0
6.691538751070187,6.694749143656006,1.0
5.2744026215364155,4.616636044604944,1.0
4.417061602664918,6.610379379107205,1.0
4.811140742215971,5.493183645701312,1.0
5.403685961549492,5.9474327037304535,1.0
4.063720194153493,6.188778596793829,1.0
6.523891023834206,6.088422087044662,1.0
5.689113828301529,6.097400166268783,1.0
6.39904634564013,3.22740724357335,1.0
7.955912308250694,6.390093322687926,1.0
5.34759141761298,5.6090466248123985,1.0
6.493741777349189,5.8838960609656334,1.0
3.9693155322185056,8.06449286135932,1.0
5.889459342767528,7.0201727117158,1.0
5.307950152215609,7.536377054245798,1.0
6.28634368889228,6.608843834475451,1.0
4.954746633853045,7.211145289682701,1.0
6.689818164534788,7.301846229564998,1.0
5.371912440358421,5.518972881539212,1.0
8.303916697683942,4.939984177278452,1.0
5.864050299321679,7.136891362602695,1.0
6.097724967714855,6.5829536797532935,1.0
5.600550970737125,6.370055887847519,1.0
4.693473148264683,7.658130679618188,1.0
5.8818359548714305,5.31982179600315,1.0
6.666383082031914,5.539280212611446,1.0
4.665741528597247,4.653282494202445,1.0
6.693773152690133,5.840426561853733,1.0
5.866298440331561,7.0777438059762625,1.0
4.8731741912432565,5.269322247135175,1.0
5.6151201908187245,6.094351589317074,1.0
5.957828548709421,5.713112807610092,1.0
5.938373597904352,5.892694723708825,1.0
5.280395611448207,5.187007011445923,1.0
6.27451635772394,5.109084917004472,1.0
4.842644740809146,5.687707748874307,1.0
5.842332983836184,8.256723497298209,1.0
5.295299724143766,6.943260724969495,1.0
6.7471883342046315,4.811055044796264,1.0
6.7732529774026,4.816119359806683,1.0
3.340827762003259,6.606319524359381,1.0
4.244109416562281,6.450934461805915,1.0
5.315989102262783,7.659550796189873,1.0
7.068509399316009,5.546614196148612,1.0
5.312162388971318,4.78592259690588,1.0
5.559077367707409,5.719644504815491,1.0
5.635306455608315,6.156703855272364,1.0
6.578521497728879,6.349654456993174,1.0
5.235856076093557,4.562208526198422,1.0
7.364531848102471,5.310550815450062,1.0
5.347706400064981,5.478810687698889,1.0
4.156930449843351,5.522025995959513,1.0
5.520344185992053,6.620358298343513,1.0
6.698457149107336,6.00377088908627,1.0
6.9318483741143035,6.339964983801262,1.0
5.984317888397445,6.160928168298223,1.0
5.809346506418601,5.60515048596655,1.0
5.732266463106034,4.871988668529993,1.0
6.280441705316296,5.0068763890704195,1.0
6.841631264073636,5.750541419839051,1.0
6.049494981650091,6.493836776280956,1.0
6.643314465062928,4.429376591366547,1.0
5.7930963238360285,6.880178912080782,1.0
4.3018941805677455,6.387280475395063,1.0
3.7444357705978106,4.977493156364396,1.0
6.038630551840188,4.343284897678046,1.0
5.014489262315849,4.528164992536413,1.0
7.64813493220756,6.164227755487334,1.0
6.56729027785267,5.777324899484846,1.0
5.646568251242801,4.383525811348967,1.0
5.708162637252137,5.238507788188377,1.0
6.857923924292336,7.141101866657573,1.0
7.466578715574178,6.852551939461232,1.0
